Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2015-03-25,8568.9,8573.75,8516.55,8530.8,165952155.0,8200.05
2015-03-24,8537.05,8627.75,8535.85,8542.95,161465466.0,7913.26
2015-03-23,8591.55,8608.35,8540.55,8550.9,155425780.0,6195.45
2015-03-20,8627.9,8627.9,8553.0,8570.9,179982752.0,8484.23
2015-03-19,8749.45,8788.2,8614.65,8634.65,168628424.0,8460.35
2015-03-18,8742.9,8747.25,8664.0,8685.9,161153533.0,8227.5
2015-03-17,8689.1,8742.55,8630.8,8723.3,182504639.0,8086.26
2015-03-16,8656.75,8663.55,8612.0,8633.15,168438040.0,7559.94
2015-03-13,8844.05,8849.75,8631.75,8647.75,184665971.0,8121.26
2015-03-12,8740.65,8787.2,8732.9,8776.0,179337979.0,8184.46
2015-03-11,8728.75,8755.6,8682.35,8699.95,178053293.0,8259.67
2015-03-10,8769.75,8778.0,8677.35,8712.05,168916337.0,8402.33
2015-03-09,8891.15,8891.3,8740.45,8756.75,160332840.0,8132.43
2015-03-05,8929.4,8957.55,8849.35,8937.75,165081476.0,8250.55
2015-03-04,9109.15,9119.2,8893.95,8922.65,256060375.0,12130.98
2015-03-03,8962.85,9008.4,8925.55,8996.25,183251960.0,9033.61
2015-03-02,8953.85,8972.35,8885.45,8956.75,224772586.0,11525.5
2015-02-28,8913.05,8941.1,8751.35,8901.85,246453954.0,10064.41
2015-02-27,8729.5,8856.95,8717.45,8844.6,257226273.0,11924.49
2015-02-26,8779.0,8786.05,8669.45,8683.85,224185492.0,10531.16
2015-02-25,8801.9,8840.65,8751.4,8767.25,139406599.0,6986.78
2015-02-24,8772.9,8800.5,8726.75,8762.1,154368611.0,7413.31
2015-02-23,8856.85,8869.0,8736.1,8754.95,143932325.0,7171.05
2015-02-20,8895.5,8899.95,8816.3,8833.6,203714864.0,8193.56
2015-02-19,8883.05,8913.45,8794.45,8895.3,219867400.0,9794.26
2015-02-18,8811.55,8894.3,8808.9,8869.1,152152801.0,10153.74
2015-02-16,8831.4,8870.1,8793.4,8809.35,140637331.0,7047.32
2015-02-13,8741.5,8822.1,8729.65,8805.5,228807812.0,10248.41
2015-02-12,8676.95,8732.55,8599.25,8711.55,163681352.0,7669.87
2015-02-11,8603.3,8651.95,8593.65,8627.4,166560867.0,7602.46
2015-02-10,8478.1,8646.25,8470.5,8565.55,202294693.0,9965.76
2015-02-09,8584.4,8605.55,8516.35,8526.35,151329604.0,6863.17
2015-02-06,8696.85,8726.2,8645.55,8661.05,176554075.0,7912.1
2015-02-05,8733.1,8838.45,8683.65,8711.7,179008853.0,9126.1
2015-02-04,8789.15,8792.85,8704.4,8723.7,201252375.0,8707.82
2015-02-03,8823.15,8837.3,8726.65,8756.55,208672175.0,9888.1
2015-02-02,8802.5,8840.8,8751.1,8797.4,216556534.0,10430.34
2015-01-30,8996.6,8996.6,8775.1,8808.9,275587957.0,12385.18
2015-01-29,8901.5,8966.65,8861.25,8952.35,264245843.0,13427.54
2015-01-28,8902.75,8985.05,8874.05,8914.3,190805926.0,10313.46
2015-01-27,8871.35,8925.05,8825.45,8910.5,192010521.0,9988.36
2015-01-23,8827.95,8866.4,8795.4,8835.6,197124706.0,9716.57
2015-01-22,8745.85,8774.15,8727.0,8761.4,180912372.0,9025.95
2015-01-21,8719.65,8741.85,8689.6,8729.5,191651012.0,9735.99
2015-01-20,8575.1,8707.9,8574.5,8695.6,158713840.0,7838.19
2015-01-19,8550.05,8570.95,8531.5,8550.7,129346422.0,6292.59
2015-01-16,8504.05,8530.75,8452.25,8513.8,181365905.0,8690.54
2015-01-15,8424.5,8527.1,8380.55,8494.15,232138802.0,10725.62
2015-01-14,8307.25,8326.45,8236.65,8277.55,150621631.0,7020.91
2015-01-13,8346.15,8356.65,8267.9,8299.4,129561892.0,6499.2
2015-01-12,8291.35,8332.6,8245.6,8323.0,103153908.0,5437.76
2015-01-09,8285.45,8303.3,8190.8,8284.5,152612528.0,9305.95
2015-01-08,8191.4,8243.5,8167.3,8234.6,143802802.0,8147.4
2015-01-07,8118.65,8151.2,8065.45,8102.1,164075424.0,7464.33
2015-01-06,8325.3,8327.85,8111.35,8127.35,172799618.0,8089.19
2015-01-05,8407.95,8445.6,8363.9,8378.4,118160545.0,5525.52
2015-01-02,8288.7,8410.6,8288.7,8395.45,101887024.0,4715.72
2015-01-01,8272.8,8294.7,8248.75,8284.0,56560411.0,2321.88
2014-12-31,8243.9,8291.0,8243.75,8282.7,84532600.0,4221.32
2014-12-30,8260.3,8268.25,8220.55,8248.25,77695770.0,3460.46
2014-12-29,8214.7,8279.15,8214.7,8246.3,82086035.0,3340.07
2014-12-26,8204.8,8234.55,8147.95,8200.7,75528707.0,2995.12
2014-12-24,8272.05,8286.4,8155.25,8174.1,221905876.0,11229.76
2014-12-23,8324.6,8364.75,8252.85,8267.0,132190368.0,5629.52
2014-12-22,8255.0,8330.95,8228.2,8324.0,139159658.0,5745.04
2014-12-19,8230.45,8263.45,8208.6,8225.2,174796496.0,8246.76
2014-12-18,8138.9,8174.3,8084.9,8159.3,162112021.0,7352.6
2014-12-17,8041.2,8082.0,7961.35,8029.8,216216145.0,9966.02
2014-12-16,8172.6,8189.35,8052.6,8067.6,197337631.0,8920.29
2014-12-15,8160.75,8242.4,8152.5,8219.6,137140608.0,6720.94
2014-12-12,8302.0,8321.9,8216.3,8224.1,138080911.0,6894.03
2014-12-11,8338.85,8348.3,8272.4,8292.9,133862999.0,6718.85
2014-12-10,8318.05,8376.8,8317.0,8355.65,136656345.0,6738.18
2014-12-09,8439.3,8444.5,8330.5,8340.7,146266705.0,7115.31
2014-12-08,8538.65,8546.35,8432.25,8438.25,163819529.0,13929.39
2014-12-05,8584.25,8588.35,8523.9,8538.3,143345553.0,6452.4
2014-12-04,8582.4,8626.95,8526.4,8564.4,143477230.0,6687.99
2014-12-03,8528.7,8546.95,8508.35,8537.65,153199341.0,7664.86
2014-12-02,8535.45,8560.2,8504.65,8524.7,137386984.0,6753.13
2014-12-01,8605.1,8623.0,8545.15,8555.9,151990638.0,8565.14
2014-11-28,8516.8,8617.0,8516.25,8588.25,197214619.0,10053.47
2014-11-27,8477.8,8506.75,8456.35,8494.2,194298604.0,9556.05
2014-11-26,8450.3,8500.3,8438.65,8475.75,151922494.0,7123.76
2014-11-25,8530.8,8535.35,8429.45,8463.1,271914173.0,12210.62
2014-11-24,8490.95,8534.65,8490.8,8530.15,140657508.0,7180.3
2014-11-21,8408.2,8489.8,8398.6,8477.35,137015453.0,7889.99
2014-11-20,8406.5,8410.85,8353.15,8401.9,122775989.0,6218.34
2014-11-19,8440.65,8455.65,8360.5,8382.3,125399132.0,6997.58
2014-11-18,8441.25,8454.5,8407.25,8425.9,134678948.0,7323.18
2014-11-17,8378.4,8438.1,8349.1,8430.75,113879138.0,7270.5
2014-11-14,8360.7,8400.65,8346.8,8389.9,146768580.0,7849.19
2014-11-13,8405.25,8408.0,8320.35,8357.85,127361048.0,6511.91
2014-11-12,8378.9,8415.05,8370.5,8383.3,125243330.0,6535.31
2014-11-11,8354.1,8378.7,8321.85,8362.65,122010840.0,6559.73
2014-11-10,8337.8,8383.05,8304.45,8344.25,130749013.0,6932.28
2014-11-07,8331.85,8360.35,8290.25,8337.0,153433693.0,11379.2
2014-11-05,8351.25,8365.55,8323.5,8338.3,161614922.0,9021.74
2014-11-03,8348.15,8350.6,8297.65,8324.15,141090166.0,7439.54
2014-10-31,8200.8,8330.75,8198.05,8322.2,176165086.0,9450.53
2014-10-30,8085.2,8181.55,8085.2,8169.2,205666559.0,11023.46
2014-10-29,8077.05,8097.95,8052.25,8090.45,148313096.0,7406.0
2014-10-28,8002.4,8037.8,7995.05,8027.6,124058566.0,6993.84
2014-10-27,8064.35,8064.4,7985.65,7991.7,132824881.0,6511.8
2014-10-23,8027.7,8031.75,8008.85,8014.55,19640498.0,915.37
2014-10-22,7997.8,8005.0,7974.55,7995.9,151104463.0,7301.77
2014-10-21,7906.15,7936.6,7874.35,7927.75,163403385.0,8432.94
2014-10-20,7896.95,7905.95,7856.95,7879.4,176171562.0,8357.41
2014-10-17,7733.75,7819.2,7723.85,7779.7,,
2014-10-16,7837.3,7893.9,7729.65,7748.2,213529479.0,9087.06
2014-10-14,7923.25,7928.0,7825.45,7864.0,225472732.0,7709.0
2014-10-13,7831.0,7901.15,7796.0,7884.25,118781369.0,6584.44
2014-10-10,7911.0,7924.05,7848.45,7859.95,142926893.0,8473.9
2014-10-09,7886.5,7972.35,7886.5,7960.55,123767811.0,6797.45
2014-10-08,7828.75,7869.9,7815.75,7842.7,135914083.0,7408.61
2014-10-07,7897.4,7943.05,7842.7,7852.4,148199508.0,7982.75
2014-10-01,7960.5,7977.5,7936.7,7945.55,112997913.0,5979.61
2014-09-30,7948.8,8030.9,7923.85,7964.8,141142071.0,7467.66
2014-09-29,7978.45,7991.75,7934.7,7958.9,97267975.0,5089.35
2014-09-26,7885.85,7993.3,7841.8,7968.85,147835866.0,8247.78
2014-09-25,8003.3,8019.3,7877.35,7911.85,231899016.0,11692.69
2014-09-24,8015.55,8042.05,7950.05,8002.4,182208501.0,7981.87
2014-09-23,8144.4,8159.75,8008.1,8017.55,140780912.0,7947.61
2014-09-22,8084.45,8159.9,8064.8,8146.3,105507265.0,5710.43
2014-09-19,8129.4,8160.9,8105.35,8121.45,161284509.0,8957.42
2014-09-18,7950.65,8120.85,7939.7,8114.75,116930309.0,6891.09
2014-09-17,7971.5,7990.65,7936.95,7975.5,123722390.0,6689.37
2014-09-16,8036.6,8044.9,7925.15,7932.9,127952551.0,6647.49
2014-09-15,8070.35,8077.3,8030.0,8042.0,96502556.0,5387.06
2014-09-12,8087.05,8114.3,8071.6,8105.5,111444349.0,6156.73
2014-09-11,8115.15,8127.95,8057.3,8085.7,122818159.0,6492.35
2014-09-10,8135.55,8135.75,8082.1,8094.1,107064326.0,5561.6
2014-09-08,8132.95,8180.2,8126.15,8173.9,120694390.0,6623.08
2014-09-05,8099.9,8122.7,8049.85,8086.85,125981094.0,6559.7
2014-09-04,8114.2,8114.8,8060.9,8095.95,141280504.0,6925.82
2014-09-03,8110.85,8141.9,8092.25,8114.6,150726992.0,8444.29
2014-09-02,8038.6,8101.95,8036.55,8083.05,134897503.0,7143.64
2014-09-01,7990.35,8035.0,7984.0,8027.7,139328061.0,6944.65
2014-08-28,7942.25,7967.8,7939.2,7954.35,189698796.0,10417.14
2014-08-27,7933.9,7946.85,7916.55,7936.05,119961224.0,6261.16
2014-08-26,7874.5,7915.45,7862.45,7904.75,142829732.0,6735.18
2014-08-25,7931.75,7968.25,7897.95,7906.3,118465594.0,6152.32
2014-08-22,7904.55,7929.05,7900.05,7913.2,104074858.0,7088.03
2014-08-21,7875.35,7919.65,7855.95,7891.1,115221672.0,7502.01
2014-08-20,7915.8,7922.7,7864.05,7875.3,117321408.0,6234.79
2014-08-19,7901.0,7918.55,7881.15,7897.5,140615189.0,7928.8
2014-08-18,7785.25,7880.5,7779.2,7874.25,126742201.0,6892.25
2014-08-14,7756.15,7796.7,7739.1,7791.7,127328105.0,6745.33
2014-08-13,7717.3,7757.1,7695.7,7739.55,154083920.0,8030.41
2014-08-12,7688.8,7735.75,7654.8,7727.05,120611660.0,6181.17
2014-08-11,7619.85,7635.55,7598.6,7625.95,106972573.0,5535.13
2014-08-08,7588.7,7592.45,7540.1,7568.55,118429659.0,6283.56
2014-08-07,7651.15,7708.95,7630.4,7649.25,116792296.0,6030.02
2014-08-06,7726.15,7740.95,7658.95,7672.05,116361342.0,6905.9
2014-08-05,7706.65,7752.45,7638.05,7746.55,128238762.0,6772.55
2014-08-04,7639.55,7694.8,7622.05,7683.65,137040004.0,7495.07
2014-08-01,7662.5,7716.7,7593.9,7602.6,181070405.0,9796.7
2014-07-31,7784.65,7791.85,7711.15,7721.3,208857257.0,11718.26
2014-07-30,7746.2,7798.7,7707.6,7791.4,178110084.0,10175.5
2014-07-28,7792.9,7799.9,7722.65,7748.7,116534670.0,6107.78
2014-07-25,7828.2,7840.95,7748.6,7790.45,153936037.0,7827.61
2014-07-24,7796.25,7835.65,7771.65,7830.6,117608370.0,6271.45
2014-07-23,7794.9,7809.2,7752.9,7795.75,122119113.0,7062.52
2014-07-22,7708.2,7773.85,7704.8,7767.85,120081148.0,6494.69
2014-07-21,7701.65,7722.1,7674.0,7684.2,105401279.0,5794.45
2014-07-18,7630.25,7685.0,7595.5,7663.9,134603073.0,6903.7
2014-07-17,7612.7,7655.65,7612.7,7640.45,141612002.0,6753.11
2014-07-16,7564.15,7640.1,7532.45,7624.4,167973291.0,8186.24
2014-07-15,7491.3,7534.9,7459.15,7526.65,122068670.0,6124.15
2014-07-14,7469.0,7478.45,7422.15,7454.15,135231220.0,6659.48
2014-07-11,7584.1,7625.85,7447.2,7459.6,187592951.0,8983.29
2014-07-09,7637.95,7650.1,7551.65,7585.0,168348843.0,8176.28
2014-07-08,7804.05,7808.85,7595.9,7623.2,180646306.0,9002.25
2014-07-07,7780.4,7792.0,7755.1,7787.15,173926355.0,8925.04
2014-07-04,7718.1,7758.0,7661.3,7751.6,113070488.0,5863.82
2014-07-03,7734.35,7754.65,7706.8,7714.8,133755275.0,7320.09
2014-07-02,7683.05,7732.4,7677.3,7725.15,136324329.0,7363.75
2014-07-01,7629.0,7649.5,7618.15,7634.7,139431498.0,6983.63
2014-06-30,7534.05,7623.65,7531.6,7611.35,152303166.0,7887.37
2014-06-27,7514.2,7538.75,7482.3,7508.8,126673395.0,6688.8
2014-06-26,7554.1,7570.2,7481.3,7493.2,171676960.0,9190.64
2014-06-25,7588.55,7589.25,7557.05,7569.25,114968325.0,6198.93
2014-06-24,7515.2,7593.35,7515.2,7580.2,137002483.0,7146.44
2014-06-23,7514.0,7534.8,7441.6,7493.35,127404790.0,6543.64
2014-06-20,7543.3,7560.55,7497.3,7511.45,124132217.0,6801.49
2014-06-19,7580.05,7606.45,7502.55,7540.7,148852437.0,8115.36
2014-06-18,7636.05,7663.0,7515.5,7558.2,165078941.0,8963.97
2014-06-17,7525.05,7637.6,7509.25,7631.7,157961787.0,8704.2
2014-06-16,7534.8,7548.6,7487.55,7533.55,155377979.0,8449.27
2014-06-13,7668.2,7678.5,7525.35,7542.1,174522339.0,11254.75
2014-06-12,7641.3,7658.0,7593.8,7649.9,148207144.0,8187.49
2014-06-11,7672.4,7700.05,7589.05,7626.85,186182446.0,10472.71
2014-06-10,7679.05,7683.2,7579.3,7656.4,188669182.0,9475.21
2014-06-09,7621.65,7673.7,7580.25,7654.6,231879926.0,10866.56
2014-06-06,7521.5,7592.7,7497.65,7583.4,248397596.0,12322.96
2014-06-05,7399.75,7484.7,7360.5,7474.1,250660653.0,11574.51
2014-06-04,7417.55,7433.3,7391.35,7402.25,204592241.0,8913.89
2014-06-03,7375.35,7424.95,7342.15,7415.85,234680218.0,10354.94
2014-06-02,7264.05,7368.6,7239.5,7362.5,169891181.0,7833.43
2014-05-30,7254.85,7272.5,7118.45,7229.95,312152571.0,13837.29
2014-05-29,7316.6,7325.4,7224.4,7235.65,241115398.0,13385.17
2014-05-28,7324.95,7344.75,7302.6,7329.65,175595609.0,8929.71
2014-05-27,7363.1,7372.95,7274.75,7318.0,168599276.0,7931.22
2014-05-26,7428.75,7504.0,7269.05,7359.05,273236339.0,13203.73
2014-05-23,7306.5,7381.0,7293.9,7367.1,259638086.0,12002.13
2014-05-22,7289.95,7319.55,7258.15,7276.4,240943899.0,10104.55
2014-05-21,7274.85,7287.15,7206.7,7252.9,203137825.0,9544.12
2014-05-20,7309.95,7353.65,7247.7,7275.5,255333095.0,11139.51
2014-05-19,7276.85,7291.1,7193.55,7263.55,316246557.0,15228.6
2014-05-16,7270.2,7563.5,7130.65,7203.0,393156741.0,21057.07
2014-05-15,7111.3,7152.55,7082.55,7123.15,186848485.0,8947.95
2014-05-14,7112.0,7142.25,7080.9,7108.75,177204155.0,9395.8
2014-05-13,7080.0,7172.35,7067.15,7108.75,232221733.0,10573.11
2014-05-12,6863.4,7020.05,6862.9,7014.25,157725090.0,8475.17
2014-05-09,6654.15,6871.35,6652.15,6858.8,166442779.0,8027.14
2014-05-08,6669.9,6688.4,6638.55,6659.85,101549745.0,5413.39
2014-05-07,6708.6,6718.75,6642.9,6652.55,114099791.0,6513.29
2014-05-06,6719.25,6743.45,6701.9,6715.3,88291413.0,4168.72
2014-05-05,6681.65,6741.05,6680.45,6699.35,104989653.0,4881.32
2014-05-02,6709.95,6737.65,6689.5,6694.8,114275323.0,5030.42
2014-04-30,6724.95,6780.15,6656.8,6696.4,161106871.0,7066.78
2014-04-29,6769.0,6779.7,6708.65,6715.25,115511531.0,5459.34
2014-04-28,6778.55,6786.25,6750.3,6761.25,118162668.0,6297.18
2014-04-25,6855.8,6869.85,6772.85,6782.75,154320793.0,8021.33
2014-04-23,6823.25,6861.6,6820.75,6840.8,182972972.0,9247.25
2014-04-22,6822.9,6838.0,6806.25,6815.35,114693049.0,5636.78
2014-04-21,6789.25,6825.45,6786.9,6817.65,111840313.0,5711.98
2014-04-17,6695.45,6783.05,6684.4,6779.4,131488368.0,6952.58
2014-04-16,6727.25,6748.65,6665.15,6675.3,119768833.0,6168.64
2014-04-15,6792.7,6813.4,6711.75,6733.1,123197822.0,7100.26
2014-04-11,6758.35,6789.35,6743.15,6776.3,140734579.0,7463.19
2014-04-10,6803.05,6819.05,6777.3,6796.4,191125947.0,9079.6
2014-04-09,6722.0,6808.7,6705.1,6796.2,169794626.0,8892.66
2014-04-07,6694.25,6725.15,6650.4,6695.05,133947319.0,6707.01
2014-04-04,6741.85,6741.85,6685.15,6694.35,155127592.0,6676.88
2014-04-03,6772.05,6776.75,6696.9,6736.1,197546648.0,7738.58
2014-04-02,6757.6,6763.5,6723.6,6752.55,173335875.0,8007.75
2014-04-01,6729.5,6732.25,6675.45,6721.05,147136671.0,7174.14
2014-03-31,6723.15,6730.05,6662.4,6704.2,177579421.0,7743.3
2014-03-28,6673.05,6702.6,6643.8,6695.9,134114378.0,6862.55
2014-03-27,6613.1,6673.95,6599.5,6641.75,312383468.0,12924.37
2014-03-26,6615.65,6627.45,6580.6,6601.4,186570474.0,7046.34
2014-03-25,6550.1,6595.55,6544.85,6589.75,168125064.0,6475.61
2014-03-24,6510.5,6591.5,6510.5,6583.5,158395722.0,6633.77
2014-03-22,6497.8,6502.65,6481.35,6494.9,9774392.0,373.66
2014-03-21,6515.2,6522.9,6485.7,6493.2,189854420.0,8841.94
2014-03-20,6508.35,6523.65,6473.25,6483.1,141984189.0,6280.76
2014-03-19,6530.0,6541.2,6506.0,6524.05,172464722.0,7666.24
2014-03-18,6532.45,6574.95,6497.65,6516.65,179308616.0,7268.52
2014-03-14,6447.25,6518.45,6432.7,6504.2,177336088.0,7114.55
2014-03-13,6491.75,6561.45,6476.65,6493.1,167858387.0,8356.1
2014-03-12,6497.5,6546.15,6487.3,6516.9,174977068.0,6176.54
2014-03-11,6537.35,6562.85,6494.25,6511.9,238994883.0,8268.67
2014-03-10,6491.7,6562.2,6487.35,6537.25,242143703.0,9992.74
2014-03-07,6413.95,6537.8,6413.55,6526.65,284922346.0,11368.15
2014-03-06,6344.75,6406.6,6339.7,6401.15,180731810.0,5844.96
2014-03-05,6328.45,6336.25,6287.8,6328.65,160300066.0,5754.58
2014-03-04,6216.75,6302.15,6215.7,6297.95,166818924.0,5550.29
2014-03-03,6264.35,6277.75,6212.25,6221.45,144562338.0,5040.12
2014-02-28,6228.45,6282.7,6228.1,6276.95,209914263.0,7869.42
2014-02-26,6202.45,6245.95,6202.1,6238.8,181663811.0,6641.33
2014-02-25,6205.7,6216.85,6176.6,6200.05,146259298.0,4782.95
2014-02-24,6140.95,6191.85,6130.8,6186.1,144877047.0,4424.81
2014-02-21,6108.3,6159.65,6108.0,6155.45,112596128.0,4001.93
2014-02-20,6127.15,6129.1,6086.45,6091.45,132108928.0,4344.77
2014-02-19,6132.05,6160.35,6125.75,6152.75,95248833.0,3735.52
2014-02-18,6071.3,6141.7,6066.8,6127.1,126639146.0,4592.38
2014-02-17,6057.1,6080.65,6038.3,6073.3,108492457.0,4455.65
2014-02-14,6023.75,6056.4,5984.6,6048.35,140204479.0,5539.7
2014-02-13,6087.55,6094.4,5991.1,6001.1,153652371.0,5037.18
2014-02-12,6085.35,6106.6,6077.4,6084.0,138547391.0,5351.08
2014-02-11,6072.45,6081.85,6053.25,6062.7,150520900.0,5268.8
2014-02-10,6072.8,6083.05,6046.4,6053.45,133070328.0,4762.89
2014-02-07,6077.65,6079.95,6030.9,6063.2,181932292.0,5591.39
2014-02-06,6028.35,6048.35,5965.4,6036.3,185503324.0,6291.97
2014-02-05,6004.25,6028.05,5962.05,6022.4,166627311.0,5572.13
2014-02-04,5947.6,6017.8,5933.3,6000.9,183252654.0,6075.02
2014-02-03,6058.8,6074.85,5994.45,6001.8,134893587.0,4635.69
2014-01-31,6082.75,6097.85,6067.35,6089.5,146713083.0,5407.1
2014-01-30,6067.0,6082.85,6027.25,6073.7,208061426.0,7694.04
2014-01-29,6161.0,6170.45,6109.8,6120.25,146733030.0,6487.39
2014-01-28,6131.85,6163.6,6085.95,6126.25,184111740.0,7710.08
2014-01-27,6186.3,6188.55,6130.25,6135.85,190442601.0,7091.1
2014-01-24,6301.65,6331.45,6263.9,6266.75,160270856.0,6209.06
2014-01-23,6325.95,6355.6,6316.4,6345.65,120054602.0,5278.88
2014-01-22,6309.05,6349.95,6287.45,6338.95,137490525.0,5635.92
2014-01-21,6320.15,6330.3,6297.9,6313.8,141728380.0,5831.26
2014-01-20,6261.75,6307.45,6243.35,6303.95,122136071.0,5499.51
2014-01-17,6306.25,6327.1,6246.35,6261.65,167719501.0,7895.92
2014-01-16,6341.35,6346.5,6299.85,6318.9,153420441.0,6758.63
2014-01-15,6265.95,6325.2,6265.3,6320.9,145922867.0,6422.97
2014-01-14,6260.25,6280.35,6234.15,6241.85,110231153.0,4703.01
2014-01-13,6189.55,6288.2,6189.55,6272.75,135009945.0,5984.02
2014-01-10,6178.85,6239.1,6139.6,6171.45,159920407.0,7347.29
2014-01-09,6181.7,6188.05,6148.25,6168.35,150064466.0,5908.02
2014-01-08,6178.05,6192.1,6160.35,6174.6,146912639.0,5816.54
2014-01-07,6203.9,6221.5,6144.75,6162.25,138559000.0,5696.6
2014-01-06,6220.85,6224.7,6170.25,6191.45,118344976.0,4722.67
2014-01-03,6194.55,6221.7,6171.25,6211.15,139043889.0,5369.42
2014-01-02,6301.25,6358.3,6211.3,6221.15,158132556.0,5249.79
2014-01-01,6323.8,6327.2,6298.25,6301.65,69567668.0,2015.36
2013-12-31,6307.35,6317.3,6287.3,6304.0,103439312.0,3032.11
2013-12-30,6336.4,6344.05,6273.15,6291.1,101271820.0,3977.23
2013-12-27,6292.8,6324.9,6289.4,6313.8,96867388.0,3797.25
2013-12-26,6270.1,6302.75,6259.45,6278.9,182310258.0,6457.23
2013-12-24,6296.45,6301.5,6262.0,6268.4,107642909.0,3780.9
2013-12-23,6267.2,6317.5,6266.95,6284.5,131187586.0,4746.66
2013-12-20,6179.95,6284.5,6170.35,6274.25,171969981.0,6359.37
2013-12-19,6253.9,6263.75,6150.7,6166.65,437039204.0,9005.49
2013-12-18,6129.95,6236.0,6129.95,6217.15,243250558.0,7498.21
2013-12-17,6178.2,6190.55,6133.0,6139.05,154174701.0,5676.19
2013-12-16,6168.35,6183.25,6146.05,6154.7,146451539.0,5445.51
2013-12-13,6201.3,6208.6,6161.4,6168.4,169650657.0,6403.01
2013-12-12,6276.75,6286.85,6230.55,6237.05,148533899.0,5175.39
2013-12-11,6307.2,6326.6,6280.25,6307.9,148196394.0,5672.66
2013-12-10,6354.7,6362.25,6307.55,6332.85,242412856.0,8646.17
2013-12-09,6415.0,6415.25,6345.0,6363.9,198285630.0,8117.57
2013-12-06,6234.4,6275.35,6230.75,6259.9,158539890.0,5692.11
2013-12-05,6262.45,6300.55,6232.0,6241.1,186060466.0,7519.34
2013-12-04,6187.95,6209.15,6149.9,6160.95,186169067.0,5561.95
2013-12-03,6204.25,6225.4,6191.4,6201.85,156852586.0,5474.29
2013-12-02,6171.15,6228.7,6171.15,6217.85,145948276.0,5294.15
2013-11-29,6103.9,6182.5,6103.8,6176.1,190711115.0,5487.36
2013-11-28,6092.0,6112.95,6068.3,6091.85,195315802.0,6589.55
2013-11-27,6062.7,6074.0,6030.3,6057.1,124875896.0,4780.5
2013-11-26,6099.25,6112.7,6047.75,6059.1,150661397.0,5975.26
2013-11-25,6035.95,6123.5,6035.95,6115.35,127195086.0,5113.81
2013-11-22,6027.35,6049.6,5972.8,5995.45,134755917.0,4804.74
2013-11-21,6096.5,6097.35,5985.4,5999.05,137232011.0,5457.87
2013-11-20,6186.85,6204.35,6106.95,6122.9,155794838.0,5493.72
2013-11-19,6197.25,6212.4,6180.2,6203.35,161514064.0,6020.17
2013-11-18,6111.05,6196.8,6110.4,6189.0,163991212.0,6279.02
2013-11-14,6037.0,6101.65,6036.65,6056.15,154913925.0,5872.61
2013-11-13,5998.85,6042.25,5972.45,5989.6,162538228.0,6738.41
2013-11-12,6087.25,6108.7,6011.75,6018.05,153812590.0,5646.24
2013-11-11,6110.4,6141.65,6067.75,6078.8,146060450.0,5678.81
2013-11-08,6170.15,6185.15,6120.95,6140.75,150051986.0,5977.34
2013-11-07,6228.9,6288.95,6180.8,6187.25,168832431.0,6274.13
2013-11-06,6260.55,6269.7,6208.7,6215.15,157080263.0,5461.18
2013-11-05,6282.15,6304.75,6244.3,6253.15,181053761.0,6598.06
2013-11-03,6332.05,6342.95,6311.15,6317.35,23856924.0,858.24
2013-11-01,6289.75,6332.6,6286.95,6307.2,191639789.0,7371.92
2013-10-31,6237.15,6309.05,6235.9,6299.15,239607127.0,9560.54
2013-10-30,6230.8,6269.2,6222.6,6251.7,177583848.0,6861.84
2013-10-29,6107.55,6228.05,6079.2,6220.9,197348371.0,7572.87
2013-10-28,6155.1,6168.75,6094.1,6101.1,146340691.0,5282.79
2013-10-25,6154.0,6174.75,6125.95,6144.9,144531462.0,5582.82
2013-10-24,6162.8,6252.45,6142.95,6164.35,176235553.0,6737.2
2013-10-23,6209.55,6217.95,6116.6,6178.35,188285223.0,6921.65
2013-10-22,6192.3,6220.1,6181.8,6202.8,161943721.0,5850.72
2013-10-21,6202.0,6218.95,6163.3,6204.95,196989071.0,7341.25
2013-10-18,6070.9,6201.45,6070.9,6189.35,250339955.0,8353.23
2013-10-17,6098.5,6110.75,6032.55,6045.85,230561463.0,8158.31
2013-10-15,6147.55,6156.3,6056.55,6089.05,218304334.0,6745.02
2013-10-14,6093.0,6124.1,6082.9,6112.7,142173640.0,5989.37
2013-10-11,6104.85,6107.6,6046.4,6096.2,180834257.0,8283.09
2013-10-10,6001.05,6033.95,5979.8,6020.95,159607329.0,6163.68
2013-10-09,5893.25,6015.5,5877.1,6007.45,192037125.0,6904.96
2013-10-08,5975.0,5981.7,5913.0,5928.4,158527593.0,5950.47
2013-10-07,5889.05,5912.0,5825.85,5906.15,156387945.0,5348.49
2013-10-04,5891.3,5950.45,5885.0,5907.3,191469248.0,6052.47
2013-10-03,5819.1,5917.6,5802.7,5909.7,199793235.0,7481.97
2013-10-01,5756.1,5786.45,5700.95,5780.05,159247089.0,5075.7
2013-09-30,5801.05,5810.2,5718.5,5735.3,155674706.0,5642.77
2013-09-27,5905.55,5909.2,5819.3,5833.2,163067913.0,5303.31
2013-09-26,5872.8,5917.65,5864.1,5882.25,220589737.0,7761.99
2013-09-25,5901.55,5910.55,5811.1,5873.85,200162195.0,6988.96
2013-09-24,5855.0,5938.4,5854.55,5892.45,187578148.0,7002.84
